고객번호,가입일,연령,성별,거주지역,카드등급,가입기간_개월,신용점수,월평균이용금액,최근3개월평균이용금액,이용가맹점수,온라인이용비율,리볼빙사용여부,연체횟수_최근1년,콜센터문의횟수_최근6개월,해지여부
CUST000223,2019-05-31,64.0,여성,충청,골드,85.0,710.0,581000.0,508000.0,9,0.46,미사용,0,2,유지
CUST000224,2023-01-09,36.0,남성,영남,일반,41.7,678.0,827000.0,963000.0,16,0.355,미사용,0,1,유지
CUST000225,2019-03-22,44.0,여성,수도권,플래티넘,87.3,784.0,306000.0,340000.0,16,0.577,사용,0,1,유지
CUST000226,2018-01-11,48.0,남성,수도권,플래티넘,101.6,587.0,1104000.0,1367000.0,11,0.525,미사용,1,0,유지
CUST000227,2025-08-26,28.0,여성,충청,일반,10.1,820.0,252000.0,172000.0,20,,미사용,0,0,유지
CUST000228,2021-09-28,43.0,여성,강원,일반,57.0,,615000.0,954000.0,7,0.435,사용,0,2,유지
CUST000229,2020-06-11,56.0,여성,수도권,플래티넘,72.6,709.0,427000.0,517000.0,14,0.543,미사용,0,0,유지
CUST000230,2019-06-04,50.0,남성,수도권,골드,84.9,715.0,704000.0,892000.0,12,0.566,사용,1,2,유지
CUST000231,2024-09-08,49.0,남성,영남,블랙,21.7,665.0,812000.0,452000.0,14,0.34,미사용,0,0,유지
CUST000232,2024-04-08,19.0,남성,충청,플래티넘,26.7,671.0,372000.0,462000.0,19,0.379,미사용,0,0,유지
CUST000233,2019-06-16,45.0,여성,수도권,일반,84.5,664.0,919000.0,1178000.0,18,0.601,미사용,1,1,유지
CUST000234,2020-12-31,47.0,여성,수도권,골드,65.9,725.0,1205000.0,1138000.0,8,0.152,미사용,1,1,유지
CUST000235,2018-05-11,26.0,여성,수도권,골드,97.6,525.0,570000.0,232000.0,20,0.286,미사용,0,0,유지
CUST000236,2018-05-15,19.0,여성,수도권,일반,97.5,,466000.0,432000.0,22,0.356,미사용,0,1,유지
CUST000237,2019-09-28,59.0,여성,호남,골드,81.0,714.0,445000.0,162000.0,17,0.533,미사용,1,1,유지
CUST000238,2018-03-17,45.0,남성,호남,일반,99.4,811.0,276000.0,297000.0,18,0.316,사용,1,1,유지
CUST000239,2024-05-11,62.0,남성,제주,플래티넘,25.6,727.0,151000.0,156000.0,9,0.503,미사용,0,2,유지
CUST000240,2021-11-15,28.0,남성,수도권,블랙,55.5,732.0,320000.0,304000.0,11,0.536,미사용,0,0,유지
CUST000241,2022-04-24,42.0,남성,수도권,골드,50.2,781.0,603000.0,667000.0,13,0.338,미사용,1,0,유지
CUST000242,2019-10-22,44.0,남성,호남,골드,80.3,652.0,1459000.0,1659000.0,14,0.954,미사용,0,0,유지
CUST000243,2021-05-26,45.0,남성,영남,일반,61.1,626.0,765000.0,468000.0,6,0.67,사용,1,0,해지
CUST000244,2019-11-29,57.0,여성,제주,골드,79.0,,258000.0,270000.0,14,0.441,미사용,1,1,유지
CUST000245,2023-02-08,33.0,여성,수도권,골드,40.7,741.0,508000.0,679000.0,14,0.57,사용,0,1,유지
CUST000246,2019-12-08,53.0,남성,영남,플래티넘,78.7,858.0,328000.0,285000.0,11,0.518,미사용,0,0,유지
CUST000247,2019-01-23,39.0,남성,수도권,일반,89.2,557.0,420000.0,459000.0,11,0.468,사용,0,0,유지
CUST000248,2021-11-06,42.0,여성,수도권,골드,55.7,619.0,326000.0,296000.0,14,0.658,사용,0,0,해지
CUST000249,2021-04-17,62.0,여성,호남,플래티넘,62.4,640.0,709000.0,742000.0,9,0.855,미사용,1,2,유지
CUST000250,2022-11-12,67.0,여성,수도권,골드,43.6,629.0,210000.0,198000.0,11,0.65,미사용,0,1,유지
CUST000251,2024-02-02,45.0,여성,영남,골드,28.9,742.0,334000.0,255000.0,9,0.577,미사용,0,2,유지
CUST000252,2021-03-19,25.0,여성,수도권,일반,63.4,507.0,444000.0,631000.0,18,1.0,미사용,1,2,유지
CUST000253,2020-04-12,48.0,여성,영남,일반,74.6,651.0,299000.0,301000.0,14,0.456,미사용,1,1,해지
CUST000254,2020-10-23,44.0,남성,수도권,골드,68.2,801.0,194000.0,159000.0,24,0.37,미사용,1,0,유지
CUST000255,2024-05-29,58.0,여성,수도권,플래티넘,25.0,772.0,524000.0,445000.0,13,0.139,사용,1,0,유지
CUST000256,2024-06-15,34.0,여성,영남,일반,24.5,639.0,623000.0,509000.0,14,0.669,미사용,0,1,유지
CUST000257,2020-04-10,41.0,남성,영남,플래티넘,74.6,771.0,502000.0,578000.0,12,0.775,미사용,0,0,유지
CUST000258,2022-08-12,31.0,남성,충청,플래티넘,46.6,699.0,681000.0,550000.0,21,0.279,미사용,0,3,유지
CUST000259,2020-10-06,47.0,남성,강원,골드,68.8,601.0,181000.0,162000.0,17,0.46,미사용,0,2,유지
CUST000260,2019-03-01,25.0,여성,영남,골드,88.0,742.0,142000.0,227000.0,18,0.105,미사용,0,0,유지
CUST000261,2020-12-11,61.0,남성,영남,골드,66.6,592.0,970000.0,1006000.0,15,0.282,미사용,0,0,유지
CUST000262,2020-12-07,35.0,남성,수도권,일반,66.7,715.0,445000.0,309000.0,20,0.133,미사용,0,0,유지
CUST000263,2020-06-22,25.0,여성,호남,일반,72.2,697.0,540000.0,570000.0,14,0.769,미사용,1,2,유지
CUST000264,2019-04-30,38.0,남성,영남,일반,86.0,644.0,383000.0,277000.0,12,0.288,사용,1,1,유지
CUST000265,2021-08-20,43.0,남성,호남,일반,58.3,664.0,197000.0,237000.0,7,0.222,미사용,0,0,유지
CUST000266,2018-12-09,27.0,여성,충청,일반,90.7,589.0,1265000.0,859000.0,9,0.205,미사용,0,0,해지
CUST000267,2020-06-05,55.0,여성,영남,골드,72.8,479.0,445000.0,359000.0,13,0.61,사용,1,1,유지
CUST000268,2024-06-08,27.0,여성,강원,일반,24.7,716.0,626000.0,425000.0,12,0.876,미사용,0,0,유지
CUST000269,2019-10-12,41.0,남성,충청,플래티넘,80.6,795.0,1038000.0,958000.0,15,0.706,미사용,0,1,유지
CUST000270,2024-03-12,19.0,남성,제주,일반,27.6,732.0,351000.0,281000.0,13,0.4,미사용,0,2,유지
CUST000271,2018-03-03,56.0,남성,수도권,블랙,99.9,659.0,548000.0,215000.0,12,0.541,미사용,0,0,해지
CUST000272,2018-04-10,36.0,여성,호남,플래티넘,98.7,728.0,404000.0,409000.0,18,,사용,0,1,유지
CUST000273,2018-02-28,34.0,여성,호남,골드,100.0,760.0,291000.0,237000.0,13,0.353,미사용,0,0,유지
CUST000274,2020-05-19,47.0,남성,수도권,일반,73.4,708.0,403000.0,452000.0,20,0.696,미사용,0,0,유지
CUST000275,2021-03-07,41.0,남성,영남,플래티넘,63.8,698.0,432000.0,570000.0,14,0.682,미사용,1,1,유지
CUST000276,2025-04-11,19.0,남성,호남,플래티넘,14.6,719.0,438000.0,387000.0,11,0.897,미사용,0,4,유지
CUST000277,2018-06-22,42.0,여성,수도권,플래티넘,96.3,654.0,318000.0,233000.0,16,0.445,미사용,1,0,유지
CUST000278,2024-07-22,49.0,여성,수도권,일반,23.3,816.0,599000.0,512000.0,17,0.486,사용,1,2,유지
CUST000279,2019-03-29,30.0,남성,영남,일반,87.1,668.0,364000.0,322000.0,10,0.542,미사용,1,0,해지
CUST000280,2022-10-31,38.0,남성,수도권,일반,44.0,746.0,663000.0,678000.0,15,,사용,0,1,유지
CUST000281,2025-08-11,25.0,여성,수도권,골드,10.6,654.0,277000.0,277000.0,10,0.0,미사용,0,0,유지
CUST000282,2020-03-23,44.0,여성,호남,골드,75.2,761.0,401000.0,364000.0,11,,미사용,0,2,유지
CUST000283,2020-05-02,59.0,남성,수도권,골드,73.9,609.0,512000.0,748000.0,15,0.997,사용,0,2,유지
CUST000284,2018-02-19,33.0,여성,수도권,일반,100.3,660.0,840000.0,740000.0,9,0.552,미사용,1,1,유지
CUST000285,2018-04-13,35.0,남성,충청,골드,98.6,776.0,759000.0,685000.0,10,0.42,미사용,1,1,유지
CUST000286,2022-09-04,41.0,여성,수도권,일반,45.8,812.0,177000.0,94000.0,9,0.125,미사용,0,0,해지
CUST000287,2020-03-17,42.0,남성,충청,일반,75.4,646.0,396000.0,473000.0,14,0.256,사용,0,1,유지
CUST000288,2021-08-26,37.0,여성,수도권,골드,58.1,706.0,467000.0,393000.0,11,0.357,미사용,0,3,유지
CUST000289,2019-11-30,40.0,여성,충청,일반,79.0,682.0,434000.0,442000.0,14,0.292,미사용,0,0,유지
CUST000290,2021-09-23,41.0,여성,영남,골드,57.2,646.0,297000.0,330000.0,12,0.331,미사용,0,1,유지
CUST000291,2019-04-17,51.0,남성,호남,골드,86.4,393.0,256000.0,182000.0,15,0.853,미사용,0,0,해지
CUST000292,2023-01-17,32.0,남성,수도권,일반,41.4,749.0,552000.0,196000.0,15,0.0,미사용,2,0,유지
CUST000293,2020-08-07,28.0,여성,수도권,일반,70.7,628.0,136000.0,183000.0,14,0.432,사용,1,0,유지
CUST000294,2018-10-28,37.0,남성,영남,플래티넘,92.0,481.0,200000.0,254000.0,9,0.498,미사용,0,0,유지
CUST000295,2020-04-04,53.0,여성,수도권,일반,74.8,751.0,1139000.0,751000.0,16,0.569,미사용,1,1,유지
CUST000296,2018-09-24,47.0,여성,수도권,일반,93.2,777.0,157000.0,157000.0,11,0.654,미사용,0,0,해지
CUST000297,2021-06-28,33.0,남성,수도권,일반,60.1,658.0,287000.0,315000.0,6,0.576,미사용,0,0,유지
CUST000298,2024-08-17,42.0,남성,호남,블랙,22.4,551.0,220000.0,272000.0,14,0.4,사용,0,1,유지
CUST000299,2024-07-25,25.0,남성,수도권,플래티넘,23.2,668.0,487000.0,561000.0,12,0.751,사용,0,0,유지
CUST000300,2021-11-03,43.0,여성,영남,일반,55.8,617.0,620000.0,587000.0,8,0.124,미사용,1,0,유지
CUST000301,2022-08-31,36.0,남성,호남,골드,46.0,,489000.0,487000.0,11,0.78,미사용,0,1,유지
CUST000302,2023-09-02,56.0,여성,호남,플래티넘,33.9,824.0,918000.0,1008000.0,11,0.257,미사용,0,3,유지
CUST000303,2024-07-15,30.0,남성,충청,골드,23.5,775.0,1690000.0,1895000.0,16,0.547,미사용,0,0,유지
CUST000304,2019-03-02,58.0,남성,영남,일반,87.9,617.0,142000.0,181000.0,20,0.588,미사용,1,0,유지
CUST000305,2020-12-13,36.0,여성,호남,플래티넘,66.5,608.0,270000.0,298000.0,12,0.34,미사용,1,2,유지
CUST000306,2025-02-13,33.0,여성,수도권,골드,16.5,706.0,178000.0,140000.0,14,0.4,미사용,1,1,해지
CUST000307,2024-12-30,41.0,여성,충청,블랙,18.0,724.0,332000.0,387000.0,22,0.643,사용,0,1,유지
CUST000308,2024-06-06,41.0,여성,호남,골드,24.8,840.0,306000.0,452000.0,20,0.184,미사용,1,2,유지
CUST000309,2018-01-12,45.0,남성,영남,골드,101.5,676.0,205000.0,246000.0,13,0.491,미사용,0,2,유지
CUST000310,2018-08-05,19.0,여성,수도권,일반,94.8,862.0,521000.0,661000.0,10,0.0,미사용,0,2,유지
CUST000311,2023-04-25,61.0,남성,충청,골드,38.2,661.0,483000.0,372000.0,11,0.516,미사용,1,1,유지
CUST000312,2023-08-10,28.0,여성,수도권,일반,34.7,613.0,884000.0,729000.0,9,0.39,미사용,0,1,해지
CUST000313,2024-09-23,35.0,여성,수도권,일반,21.2,616.0,482000.0,389000.0,19,0.418,미사용,0,0,해지
CUST000314,2023-07-16,49.0,여성,수도권,일반,35.5,892.0,394000.0,233000.0,18,0.561,미사용,0,0,유지
CUST000315,2022-04-10,40.0,남성,수도권,일반,50.7,753.0,480000.0,438000.0,15,0.242,미사용,0,3,유지
CUST000316,2019-12-03,30.0,여성,영남,일반,78.9,659.0,576000.0,574000.0,12,0.621,미사용,0,0,유지
CUST000317,2018-03-18,45.0,남성,충청,골드,99.4,650.0,879000.0,930000.0,23,0.529,미사용,0,0,유지
CUST000318,2022-09-15,67.0,여성,수도권,일반,45.5,707.0,1023000.0,1247000.0,15,0.425,사용,0,0,유지
CUST000319,2020-05-04,53.0,여성,충청,골드,73.9,743.0,352000.0,232000.0,20,0.459,미사용,0,1,유지
CUST000320,2024-12-29,24.0,남성,수도권,플래티넘,18.0,613.0,1004000.0,946000.0,8,,미사용,0,0,유지
CUST000321,2018-12-14,30.0,여성,충청,골드,90.5,747.0,334000.0,248000.0,13,0.748,사용,0,0,유지
CUST000322,2025-06-01,50.0,남성,수도권,일반,12.9,540.0,245000.0,364000.0,11,0.718,미사용,1,1,유지
CUST000323,2018-07-13,28.0,남성,수도권,일반,95.6,830.0,334000.0,180000.0,13,0.597,사용,0,1,유지
CUST000324,2020-07-07,39.0,남성,충청,골드,71.7,721.0,274000.0,214000.0,19,0.443,미사용,0,0,유지
CUST000325,2018-02-18,32.0,여성,수도권,일반,100.3,701.0,328000.0,449000.0,15,0.543,미사용,0,0,해지
CUST000326,2018-06-05,44.0,남성,충청,골드,96.8,683.0,1025000.0,1308000.0,7,1.0,미사용,2,3,유지
CUST000327,2019-04-09,60.0,여성,영남,골드,86.7,681.0,565000.0,511000.0,19,0.392,사용,0,1,유지
CUST000328,2025-01-26,40.0,남성,강원,일반,17.1,742.0,299000.0,366000.0,14,,미사용,0,2,유지
CUST000329,2024-06-16,45.0,남성,수도권,일반,24.4,582.0,286000.0,301000.0,12,0.48,미사용,1,1,유지
CUST000330,2022-08-22,32.0,남성,수도권,일반,46.3,686.0,419000.0,578000.0,23,0.605,미사용,0,0,유지
CUST000331,2022-10-07,53.0,남성,수도권,일반,44.7,,458000.0,366000.0,7,0.441,미사용,0,1,해지
CUST000332,2021-03-13,22.0,여성,충청,골드,63.6,600.0,243000.0,260000.0,10,0.738,미사용,1,1,유지
CUST000333,2022-11-24,48.0,남성,영남,일반,43.2,694.0,449000.0,411000.0,16,0.373,사용,0,2,해지
CUST000334,2019-04-20,48.0,여성,수도권,일반,86.3,730.0,931000.0,1030000.0,12,0.934,미사용,0,1,유지
CUST000335,2019-07-05,51.0,여성,호남,일반,83.8,533.0,417000.0,389000.0,12,0.735,사용,1,1,유지
CUST000336,2024-03-25,44.0,여성,충청,일반,27.2,839.0,402000.0,398000.0,11,0.218,미사용,1,0,유지
CUST000337,2024-01-18,49.0,남성,영남,플래티넘,29.4,479.0,192000.0,234000.0,11,1.0,미사용,0,1,유지
CUST000338,2022-03-20,31.0,남성,호남,플래티넘,51.3,593.0,705000.0,854000.0,16,0.588,미사용,0,1,유지
CUST000339,2024-10-16,69.0,여성,충청,일반,20.4,674.0,273000.0,187000.0,11,1.0,미사용,1,1,해지
CUST000340,2019-10-04,35.0,남성,제주,일반,80.8,679.0,147000.0,194000.0,14,,미사용,0,1,유지
CUST000341,2020-08-31,29.0,남성,수도권,일반,69.9,,544000.0,545000.0,10,0.638,미사용,0,3,유지
CUST000342,2024-11-06,50.0,남성,영남,일반,19.7,834.0,157000.0,164000.0,14,0.558,사용,1,0,해지
CUST000343,2024-08-17,43.0,남성,호남,일반,22.4,718.0,191000.0,150000.0,12,0.553,미사용,2,1,유지
CUST000344,2019-03-13,34.0,남성,수도권,블랙,87.6,686.0,1626000.0,1084000.0,10,0.43,사용,1,1,유지
CUST000345,2021-05-07,48.0,여성,수도권,플래티넘,61.8,594.0,364000.0,315000.0,13,0.341,미사용,0,0,유지
CUST000346,2020-01-05,37.0,여성,충청,골드,77.8,683.0,490000.0,300000.0,16,0.814,미사용,1,0,유지
CUST000347,2019-01-04,63.0,남성,제주,골드,89.8,552.0,591000.0,93000.0,10,0.111,미사용,0,1,해지
CUST000348,2025-02-24,41.0,남성,수도권,플래티넘,16.1,722.0,310000.0,207000.0,17,0.563,미사용,1,2,유지
CUST000349,2025-03-03,43.0,여성,수도권,블랙,15.9,667.0,585000.0,606000.0,17,0.241,미사용,2,0,유지
CUST000350,2021-04-13,22.0,여성,수도권,플래티넘,62.5,705.0,717000.0,833000.0,10,0.324,미사용,0,2,유지
CUST000351,2018-05-28,39.0,남성,수도권,일반,97.1,730.0,533000.0,441000.0,14,0.584,미사용,0,1,해지
CUST000352,2022-02-28,54.0,여성,호남,일반,52.0,689.0,861000.0,642000.0,17,0.592,사용,0,1,유지
CUST000353,2022-05-21,35.0,여성,수도권,일반,49.3,717.0,1949000.0,463000.0,15,0.359,미사용,0,0,유지
CUST000354,2020-01-21,49.0,남성,수도권,골드,77.3,810.0,302000.0,353000.0,15,0.486,사용,0,0,유지
CUST000355,2019-01-21,62.0,여성,호남,골드,89.3,717.0,804000.0,906000.0,14,0.853,사용,0,0,유지
CUST000356,2023-06-09,37.0,남성,호남,플래티넘,36.7,785.0,456000.0,452000.0,18,0.512,사용,1,0,유지
CUST000357,2020-12-09,45.0,여성,충청,일반,66.7,740.0,163000.0,117000.0,15,0.923,미사용,0,1,유지
CUST000358,2025-04-06,41.0,남성,수도권,일반,14.8,547.0,247000.0,279000.0,10,0.296,미사용,0,1,유지
CUST000359,2019-11-17,28.0,남성,수도권,골드,79.4,658.0,483000.0,635000.0,13,0.538,사용,1,0,유지
CUST000360,2021-04-13,43.0,여성,충청,플래티넘,62.5,809.0,297000.0,209000.0,15,0.4,미사용,0,1,유지
CUST000361,2020-05-15,41.0,남성,수도권,골드,73.5,624.0,320000.0,246000.0,16,0.456,미사용,0,0,유지
CUST000362,2023-04-13,38.0,남성,수도권,일반,38.6,628.0,426000.0,487000.0,16,0.071,미사용,1,0,유지
CUST000363,2020-02-16,43.0,남성,호남,일반,76.4,626.0,327000.0,216000.0,23,,미사용,0,0,유지
CUST000364,2022-09-29,54.0,여성,강원,골드,45.0,,524000.0,513000.0,17,0.397,사용,0,1,유지
CUST000365,2018-03-22,51.0,남성,수도권,일반,99.3,617.0,287000.0,389000.0,16,0.61,미사용,0,0,유지
CUST000366,2025-03-23,21.0,여성,수도권,일반,15.2,680.0,278000.0,282000.0,17,0.493,미사용,1,0,유지
CUST000367,2023-10-05,22.0,여성,수도권,골드,32.8,624.0,428000.0,279000.0,14,0.623,미사용,0,0,유지
CUST000368,2023-03-13,41.0,여성,수도권,일반,39.6,654.0,521000.0,524000.0,21,0.16,미사용,0,1,유지
CUST000369,2025-07-09,43.0,남성,강원,골드,11.7,926.0,522000.0,372000.0,13,0.47,미사용,0,1,유지
CUST000370,2018-12-11,36.0,여성,영남,플래티넘,90.6,,416000.0,331000.0,15,0.622,미사용,0,1,유지
CUST000371,2022-04-05,,여성,강원,플래티넘,50.8,750.0,340000.0,284000.0,12,0.487,미사용,1,0,유지
CUST000372,2025-05-07,42.0,여성,수도권,일반,13.8,675.0,315000.0,348000.0,17,0.306,사용,0,0,해지
CUST000373,2024-02-27,28.0,남성,수도권,골드,28.1,628.0,527000.0,609000.0,20,0.645,사용,0,1,유지
CUST000374,2019-01-31,50.0,여성,호남,일반,88.9,568.0,769000.0,1230000.0,9,0.285,미사용,1,2,유지
CUST000375,2018-01-11,35.0,여성,수도권,골드,101.6,493.0,270000.0,280000.0,12,0.494,미사용,0,0,유지
CUST000376,2024-04-16,42.0,남성,제주,일반,26.4,634.0,238000.0,196000.0,12,0.847,미사용,0,0,유지
CUST000377,2019-10-19,33.0,남성,제주,일반,80.4,671.0,486000.0,376000.0,14,0.562,미사용,0,0,유지
CUST000378,2020-10-15,36.0,여성,제주,일반,68.5,707.0,1340000.0,1389000.0,22,0.855,사용,0,1,유지
CUST000379,2023-01-12,31.0,여성,호남,일반,41.6,655.0,706000.0,533000.0,11,0.408,미사용,0,1,유지
CUST000380,2018-06-28,52.0,여성,충청,골드,96.1,676.0,348000.0,437000.0,11,0.358,사용,0,3,유지
CUST000381,2021-08-24,38.0,여성,수도권,일반,58.2,693.0,274000.0,189000.0,11,0.476,미사용,0,0,유지
CUST000382,2021-07-21,54.0,여성,영남,일반,59.3,738.0,258000.0,203000.0,9,0.171,사용,0,1,유지
CUST000383,2022-02-06,58.0,남성,영남,플래티넘,52.7,641.0,743000.0,951000.0,13,0.625,미사용,0,2,유지
CUST000384,2024-04-19,44.0,남성,수도권,일반,26.3,719.0,198000.0,171000.0,9,0.754,사용,1,0,유지
CUST000385,2025-07-30,56.0,여성,수도권,플래티넘,11.0,664.0,251000.0,333000.0,17,0.391,미사용,1,1,유지
CUST000386,2023-04-15,55.0,여성,수도권,일반,38.5,684.0,431000.0,238000.0,16,0.289,사용,0,1,해지
CUST000387,2021-08-15,64.0,여성,수도권,골드,58.5,713.0,717000.0,559000.0,11,0.709,미사용,0,1,유지
CUST000388,2018-11-07,27.0,남성,수도권,블랙,91.7,693.0,571000.0,525000.0,17,0.857,미사용,0,1,유지
CUST000389,2022-06-02,40.0,여성,충청,골드,48.9,768.0,706000.0,865000.0,13,0.084,미사용,0,1,해지
CUST000390,2021-08-16,58.0,남성,수도권,일반,58.4,759.0,786000.0,526000.0,13,0.009,미사용,0,0,유지
CUST000391,2021-03-12,49.0,여성,수도권,골드,63.6,623.0,820000.0,630000.0,15,0.633,미사용,0,2,유지
CUST000392,2022-06-29,31.0,여성,호남,블랙,48.0,628.0,636000.0,504000.0,12,0.621,미사용,0,0,유지
CUST000393,2018-05-30,56.0,남성,수도권,일반,97.0,715.0,1200000.0,892000.0,19,0.552,미사용,1,0,유지
CUST000394,2021-10-05,24.0,여성,충청,일반,56.8,730.0,89000.0,72000.0,13,0.0,미사용,0,0,유지
CUST000395,2020-03-17,36.0,여성,영남,일반,75.4,510.0,531000.0,483000.0,19,0.551,미사용,0,1,유지
CUST000396,2023-10-25,42.0,남성,영남,일반,32.2,655.0,553000.0,747000.0,13,0.102,미사용,0,1,유지
CUST000397,2022-05-24,46.0,여성,수도권,일반,49.2,670.0,242000.0,227000.0,14,0.531,미사용,0,1,해지
CUST000398,2022-11-16,52.0,여성,수도권,일반,43.4,763.0,237000.0,232000.0,19,0.746,미사용,0,1,유지
CUST000399,2023-07-23,40.0,남성,호남,일반,35.2,647.0,438000.0,546000.0,17,0.624,미사용,0,0,유지
CUST000400,2024-07-31,44.0,남성,영남,일반,23.0,579.0,693000.0,702000.0,14,0.655,미사용,1,2,유지
CUST000401,2020-05-12,56.0,여성,수도권,플래티넘,73.6,717.0,205000.0,185000.0,19,0.654,미사용,0,0,유지
CUST000402,2022-07-05,36.0,여성,강원,골드,47.8,549.0,166000.0,139000.0,11,0.317,미사용,1,0,해지
CUST000403,2024-10-29,52.0,남성,수도권,일반,20.0,772.0,350000.0,421000.0,11,0.591,미사용,0,0,유지
CUST000404,2018-04-10,35.0,여성,호남,골드,98.7,710.0,733000.0,605000.0,9,0.166,사용,0,1,유지
CUST000405,2020-12-27,37.0,남성,충청,일반,66.1,817.0,1258000.0,1749000.0,13,0.541,미사용,1,0,유지
CUST000406,2020-05-24,19.0,여성,수도권,일반,73.2,709.0,641000.0,333000.0,17,0.395,사용,1,3,해지
CUST000407,2019-05-16,23.0,여성,호남,플래티넘,85.5,778.0,231000.0,141000.0,15,0.725,사용,0,2,유지
CUST000408,2019-06-25,33.0,남성,수도권,일반,84.2,612.0,547000.0,620000.0,15,0.57,미사용,0,0,유지
CUST000409,2020-09-28,44.0,남성,수도권,골드,69.0,725.0,798000.0,571000.0,14,0.646,미사용,1,0,유지
CUST000410,2018-03-09,59.0,여성,호남,블랙,99.7,640.0,240000.0,209000.0,17,0.195,사용,0,0,유지
CUST000411,2024-07-27,33.0,남성,충청,일반,23.1,,601000.0,762000.0,13,0.563,미사용,0,1,유지
CUST000412,2021-10-20,33.0,여성,수도권,일반,56.3,645.0,209000.0,238000.0,18,0.571,미사용,0,1,유지
CUST000413,2021-06-10,19.0,남성,수도권,골드,60.6,710.0,884000.0,688000.0,18,0.425,미사용,1,0,유지
CUST000414,2022-06-28,48.0,여성,영남,일반,48.1,671.0,400000.0,525000.0,11,0.51,미사용,0,0,유지
CUST000415,2020-10-24,53.0,남성,영남,플래티넘,68.2,718.0,328000.0,325000.0,15,0.214,미사용,0,0,유지
CUST000416,2022-03-25,58.0,남성,영남,일반,51.2,693.0,770000.0,893000.0,15,0.319,사용,0,0,유지
CUST000417,2024-07-10,54.0,남성,충청,블랙,23.7,545.0,272000.0,240000.0,12,0.096,미사용,0,0,유지
CUST000418,2023-06-25,54.0,남성,수도권,골드,36.2,723.0,530000.0,428000.0,12,0.433,사용,0,2,유지
CUST000419,2024-06-11,65.0,남성,강원,골드,24.6,532.0,585000.0,266000.0,9,0.223,미사용,0,0,유지
CUST000420,2024-01-02,27.0,남성,수도권,일반,29.9,762.0,897000.0,592000.0,13,0.393,미사용,0,0,해지
CUST000421,2023-01-08,35.0,남성,수도권,일반,41.7,745.0,435000.0,382000.0,10,0.444,미사용,0,1,유지
CUST000422,2023-02-24,42.0,남성,호남,골드,40.1,616.0,177000.0,228000.0,19,0.368,미사용,0,1,유지
CUST000423,2023-11-03,21.0,남성,호남,일반,31.9,790.0,278000.0,130000.0,13,0.453,사용,2,2,해지
CUST000424,2018-10-02,31.0,여성,충청,일반,92.9,622.0,431000.0,338000.0,15,0.718,미사용,0,1,유지
CUST000425,2022-05-24,42.0,남성,제주,일반,49.2,581.0,674000.0,332000.0,15,0.493,미사용,0,1,해지
CUST000426,2019-07-18,63.0,남성,수도권,골드,83.4,686.0,592000.0,593000.0,9,0.547,미사용,1,0,유지
CUST000427,2025-07-02,31.0,여성,호남,일반,11.9,831.0,573000.0,718000.0,16,0.441,미사용,1,0,유지
CUST000428,2019-01-15,36.0,남성,수도권,일반,89.5,639.0,133000.0,119000.0,13,0.341,사용,0,0,유지
CUST000429,2020-08-20,19.0,남성,제주,골드,70.3,721.0,413000.0,492000.0,14,0.571,사용,0,1,유지
CUST000430,2018-08-16,28.0,여성,충청,일반,94.4,654.0,397000.0,290000.0,17,0.91,사용,0,2,유지
CUST000431,2023-08-06,40.0,남성,호남,골드,34.8,662.0,1214000.0,901000.0,12,0.7,미사용,0,0,유지
CUST000432,2018-03-23,42.0,남성,강원,골드,99.2,636.0,461000.0,376000.0,14,0.208,미사용,1,0,유지
CUST000433,2019-04-25,30.0,남성,영남,골드,86.2,657.0,290000.0,318000.0,9,0.481,사용,0,0,유지
CUST000434,2022-05-05,27.0,여성,수도권,일반,49.8,569.0,495000.0,605000.0,13,0.903,사용,2,1,유지
CUST000435,2020-02-22,30.0,여성,충청,일반,76.2,665.0,214000.0,198000.0,15,0.435,미사용,2,0,유지
CUST000436,2019-03-28,33.0,여성,제주,플래티넘,87.1,754.0,148000.0,196000.0,8,0.3,사용,1,1,유지
CUST000437,2024-06-05,32.0,여성,호남,플래티넘,24.8,795.0,478000.0,312000.0,16,0.727,미사용,0,2,유지
CUST000438,2021-03-09,37.0,여성,제주,일반,63.7,661.0,251000.0,307000.0,15,0.534,사용,0,0,유지
CUST000439,2023-07-04,,남성,영남,일반,35.9,587.0,337000.0,219000.0,20,0.62,미사용,0,0,해지
CUST000440,2025-01-17,65.0,남성,수도권,골드,17.4,789.0,523000.0,384000.0,8,0.48,미사용,0,0,유지
CUST000441,2022-04-09,41.0,남성,충청,플래티넘,50.7,626.0,979000.0,718000.0,12,0.0,미사용,2,0,유지
CUST000442,2019-03-03,32.0,남성,영남,골드,87.9,637.0,371000.0,491000.0,12,0.383,미사용,0,0,유지
CUST000443,2024-06-23,29.0,남성,수도권,골드,24.2,810.0,340000.0,152000.0,18,0.411,미사용,2,1,해지
CUST000444,2023-09-09,37.0,여성,영남,골드,33.7,624.0,574000.0,738000.0,17,0.688,미사용,0,0,유지
CUST000445,2020-03-12,47.0,남성,수도권,플래티넘,75.6,701.0,846000.0,738000.0,20,0.367,미사용,0,0,유지
CUST000446,2023-11-21,51.0,여성,영남,골드,31.3,696.0,363000.0,416000.0,15,0.582,미사용,0,0,유지
CUST000447,2020-09-09,56.0,남성,영남,일반,69.6,701.0,261000.0,45000.0,13,0.481,미사용,0,0,해지
