일자,지점코드,지역,판매채널,영업사원수,광고비,방문고객수,평균할인율,고객만족도,매출액
2024-07-17,BR044,수도권,온라인,17,1807000.0,347,0.156,,38466000.0
2025-06-15,BR034,영남,온라인,9,1416000.0,286,0.066,4.15,34158000.0
2024-10-21,BR029,수도권,대리점,13,4018000.0,373,0.079,3.45,48376000.0
2025-06-01,BR016,수도권,대리점,12,1973000.0,314,0.166,3.78,42788000.0
2025-09-08,BR001,수도권,직영점,7,4740000.0,334,0.084,3.99,44783000.0
2024-07-21,BR006,충청,온라인,18,5970000.0,326,0.102,3.83,28499000.0
2024-05-09,BR014,수도권,온라인,6,1582000.0,320,0.064,4.09,39315000.0
2025-09-01,BR002,수도권,온라인,2,4347000.0,281,,4.99,34365000.0
2025-02-10,BR023,호남,온라인,15,1774000.0,349,0.148,4.72,28106000.0
2024-07-05,BR035,수도권,대리점,13,2346000.0,354,0.143,4.02,38546000.0
2025-02-01,BR044,수도권,온라인,18,3449000.0,315,0.134,3.5,42501000.0
2024-11-25,BR023,수도권,온라인,10,1853000.0,326,0.113,4.77,32013000.0
2025-08-02,BR040,수도권,직영점,2,3237000.0,333,0.086,4.08,48184000.0
2024-06-12,BR045,수도권,온라인,2,2491000.0,344,0.073,3.24,41921000.0
2025-09-26,BR039,영남,직영점,9,4811000.0,321,,4.46,43899000.0
2025-08-22,BR021,수도권,온라인,6,4819000.0,322,0.144,4.61,35411000.0
2024-04-25,BR015,호남,온라인,18,1860000.0,343,,2.89,17347000.0
2024-04-15,BR045,강원,직영점,4,3503000.0,333,0.112,3.69,18676000.0
2024-12-07,BR011,수도권,대리점,17,5303000.0,338,0.096,4.04,60935000.0
2024-01-29,BR019,수도권,직영점,5,1235000.0,318,0.059,4.47,38571000.0
2024-07-10,BR004,수도권,온라인,4,2480000.0,330,0.118,3.84,29892000.0
2024-10-05,BR036,영남,온라인,6,3398000.0,295,0.091,3.68,30871000.0
2025-09-12,BR030,수도권,대리점,4,1190000.0,326,0.067,,42483000.0
2025-09-27,BR004,호남,온라인,9,2033000.0,348,0.043,3.87,25127000.0
2024-04-06,BR010,호남,직영점,7,7716000.0,315,0.04,4.37,41159000.0
2025-07-24,BR025,호남,직영점,11,1803000.0,325,0.093,3.54,32530000.0
2024-02-28,BR025,충청,대리점,11,1960000.0,323,0.106,3.42,25947000.0
2025-04-24,BR037,강원,직영점,2,3988000.0,332,0.071,4.48,25268000.0
2025-06-25,BR012,수도권,대리점,4,1070000.0,339,0.139,4.23,34848000.0
2025-07-24,BR042,충청,직영점,4,2519000.0,334,0.107,4.56,32350000.0
2024-05-22,BR021,수도권,직영점,5,1427000.0,288,0.136,3.83,46252000.0
2025-07-25,BR038,강원,대리점,3,3233000.0,332,0.102,3.7,23606000.0
2024-03-15,BR011,영남,온라인,7,121000.0,337,0.075,4.78,31673000.0
2024-11-28,BR002,호남,직영점,11,2930000.0,303,0.115,3.34,28154000.0
2024-10-27,BR003,수도권,온라인,7,3463000.0,315,0.053,4.73,41482000.0
2024-07-21,BR017,강원,대리점,7,2072000.0,341,0.134,4.76,20248000.0
2024-01-15,BR043,충청,직영점,10,2171000.0,301,0.068,4.53,37174000.0
2025-05-09,BR003,충청,대리점,11,1884000.0,299,0.151,3.76,30293000.0
2024-08-02,BR017,강원,대리점,7,2495000.0,306,0.095,3.69,22731000.0
2025-02-27,BR005,충청,직영점,5,6878000.0,336,0.158,3.99,47542000.0
2024-09-19,BR042,충청,대리점,9,4910000.0,309,0.059,3.45,39013000.0
2024-08-27,BR031,영남,직영점,2,2493000.0,328,0.08,3.62,37757000.0
2025-07-21,BR035,수도권,직영점,10,2033000.0,292,0.127,,49097000.0
2024-03-01,BR033,수도권,대리점,18,,321,0.163,4.42,59154000.0
2025-04-16,BR030,수도권,대리점,9,3090000.0,303,0.185,3.58,31378000.0
2025-04-22,BR035,수도권,온라인,3,1165000.0,311,0.112,4.44,34996000.0
2024-08-31,BR001,호남,직영점,14,2288000.0,323,0.193,4.33,29525000.0
2024-06-16,BR039,영남,온라인,4,6418000.0,304,0.097,4.85,31400000.0
2024-01-04,BR034,수도권,온라인,5,3883000.0,343,0.159,4.38,37415000.0
2025-08-22,BR034,충청,온라인,4,2050000.0,306,0.068,4.63,29224000.0
2025-08-29,BR018,충청,온라인,17,760000.0,339,0.129,4.34,23067000.0
2024-06-03,BR037,영남,직영점,19,3221000.0,321,0.005,4.59,50380000.0
2024-01-21,BR018,강원,대리점,12,2781000.0,306,0.06,3.46,26219000.0
2024-03-19,BR003,강원,직영점,13,2438000.0,333,0.131,4.04,28678000.0
2024-02-13,BR041,충청,온라인,13,4645000.0,311,0.051,4.08,35639000.0
2025-06-15,BR011,수도권,대리점,12,3915000.0,332,0.129,3.98,60052000.0
2025-07-24,BR005,충청,직영점,11,785000.0,302,0.151,4.32,32523000.0
2024-04-08,BR028,영남,온라인,19,2792000.0,309,0.087,4.42,33710000.0
2025-04-22,BR011,충청,직영점,15,974000.0,299,0.066,4.3,30944000.0
2024-04-24,BR039,영남,대리점,3,1908000.0,319,0.089,4.01,27140000.0
2024-08-23,BR020,영남,대리점,9,910000.0,301,0.067,3.73,26608000.0
2025-01-18,BR001,수도권,직영점,19,940000.0,308,0.105,4.65,55965000.0
2025-04-05,BR043,수도권,대리점,9,3496000.0,304,0.115,,44542000.0
2025-07-13,BR024,수도권,온라인,5,3263000.0,366,0.096,3.59,32790000.0
2024-01-29,BR012,수도권,직영점,17,2647000.0,275,0.185,4.0,58344000.0
2024-05-05,BR031,수도권,대리점,13,1783000.0,299,0.078,3.23,37823000.0
2024-06-28,BR024,영남,직영점,12,851000.0,324,0.173,4.12,34737000.0
2024-07-17,BR002,충청,대리점,9,1915000.0,341,0.063,4.0,32530000.0
2025-09-30,BR035,수도권,직영점,4,3273000.0,335,0.113,3.81,47117000.0
2025-05-12,BR019,영남,온라인,8,3222000.0,340,0.163,4.89,35592000.0
2024-07-24,BR032,호남,온라인,9,6333000.0,284,0.161,3.52,29207000.0
2025-09-13,BR041,수도권,직영점,18,5761000.0,337,0.091,4.45,70461000.0
2024-11-15,BR028,호남,직영점,7,2722000.0,345,0.135,5.0,30466000.0
2024-11-16,BR031,강원,대리점,4,1899000.0,326,0.129,4.64,25106000.0
2024-10-04,BR012,영남,대리점,9,1456000.0,293,0.086,4.08,35292000.0
2024-04-02,BR011,영남,대리점,19,735000.0,308,0.138,3.53,41113000.0
2025-08-20,BR019,수도권,직영점,10,1069000.0,325,,3.42,31785000.0
2024-01-09,BR039,강원,직영점,8,3277000.0,335,0.131,3.89,23804000.0
2024-04-21,BR024,충청,온라인,14,4096000.0,309,0.135,3.76,32777000.0
2024-05-26,BR016,강원,대리점,13,2196000.0,309,,3.74,13137000.0
2024-06-27,BR036,영남,온라인,7,10641000.0,300,0.044,3.94,43971000.0
2024-03-25,BR039,수도권,대리점,19,1078000.0,338,0.131,4.05,50075000.0
2024-01-12,BR041,수도권,온라인,12,669000.0,306,0.064,4.34,33779000.0
2025-03-09,BR014,영남,직영점,3,10525000.0,306,0.083,3.48,47253000.0
2025-09-12,BR032,영남,직영점,9,814000.0,323,0.207,3.76,26208000.0
2024-03-18,BR027,수도권,온라인,18,2174000.0,314,0.099,4.02,39705000.0
2024-07-08,BR021,영남,온라인,9,1555000.0,340,0.077,4.0,26833000.0
2024-11-20,BR018,호남,직영점,12,3444000.0,325,0.162,5.0,33793000.0
2025-08-16,BR006,충청,직영점,13,2054000.0,338,0.067,4.22,34537000.0
2025-03-20,BR013,충청,대리점,14,4105000.0,307,0.09,3.29,32502000.0
2025-05-05,BR025,수도권,대리점,17,4707000.0,329,0.166,4.31,49758000.0
2025-01-06,BR040,호남,직영점,4,728000.0,328,0.112,4.37,34656000.0
2024-09-23,BR039,수도권,온라인,11,1418000.0,318,0.04,4.04,35648000.0
2024-05-07,BR009,호남,직영점,11,4340000.0,277,0.134,3.49,35721000.0
2025-07-07,BR031,수도권,대리점,4,5330000.0,327,0.092,4.98,43259000.0
2025-05-29,BR004,영남,직영점,14,3033000.0,288,0.179,3.57,36378000.0
2024-01-17,BR031,수도권,직영점,4,3619000.0,310,0.083,4.43,39345000.0
2025-04-02,BR016,수도권,대리점,10,6591000.0,299,0.157,4.2,41763000.0
2024-02-24,BR021,호남,직영점,7,2073000.0,310,0.19,4.4,23444000.0
2025-04-17,BR033,충청,대리점,4,3010000.0,306,,4.95,30071000.0
2025-06-12,BR020,영남,직영점,16,5766000.0,308,0.101,4.38,55710000.0
2024-03-24,BR037,강원,온라인,6,5998000.0,337,0.127,3.82,15844000.0
2024-10-04,BR025,강원,대리점,6,2509000.0,278,0.071,4.65,21222000.0
2024-03-20,BR045,호남,온라인,17,1455000.0,304,0.122,3.78,20920000.0
2024-12-29,BR029,수도권,직영점,17,2489000.0,312,0.1,4.18,53813000.0
2025-08-16,BR014,영남,직영점,2,2663000.0,329,0.099,3.45,36644000.0
2024-02-21,BR035,호남,직영점,7,1413000.0,322,0.112,,26413000.0
2024-09-11,BR019,수도권,대리점,14,1585000.0,311,0.113,4.13,42422000.0
2025-09-14,BR025,수도권,직영점,16,6004000.0,313,0.117,4.28,68465000.0
2024-07-11,BR007,호남,직영점,19,3732000.0,314,0.083,3.25,42405000.0
2024-03-25,BR006,충청,직영점,11,2182000.0,319,0.085,4.35,32559000.0
2024-11-08,BR026,영남,직영점,2,1135000.0,348,0.105,3.69,30515000.0
2024-11-21,BR009,강원,직영점,17,1600000.0,314,0.108,4.74,28454000.0
2025-02-28,BR045,영남,직영점,4,618000.0,338,0.09,3.92,32947000.0
2024-07-19,BR039,충청,직영점,4,3088000.0,338,0.125,3.54,32185000.0
2025-09-03,BR032,수도권,대리점,14,1532000.0,295,,,39487000.0
2024-11-29,BR034,충청,직영점,12,3258000.0,299,0.077,3.64,37438000.0
2024-07-02,BR027,수도권,직영점,3,4311000.0,320,0.097,4.73,47360000.0
2025-09-06,BR003,호남,대리점,5,3291000.0,342,0.071,4.1,30913000.0
2025-08-14,BR018,호남,온라인,12,1987000.0,342,0.183,4.02,27905000.0
2024-11-15,BR023,수도권,직영점,6,1355000.0,331,0.111,4.4,44173000.0
2024-01-16,BR042,수도권,대리점,14,999000.0,326,0.118,3.6,38974000.0
2025-01-17,BR010,호남,온라인,9,5635000.0,283,0.088,3.46,31941000.0
2024-12-21,BR023,수도권,대리점,12,3194000.0,339,0.109,4.3,42120000.0
2024-04-04,BR016,충청,온라인,10,2072000.0,346,0.055,3.55,21030000.0
2025-02-09,BR007,충청,온라인,8,3942000.0,344,0.102,3.55,13530000.0
2025-06-22,BR005,영남,직영점,8,5065000.0,343,0.068,4.52,45491000.0
2024-03-08,BR017,수도권,대리점,14,1557000.0,295,0.098,4.36,39798000.0
2025-04-07,BR004,영남,대리점,11,3128000.0,301,,3.47,39055000.0
2024-03-30,BR004,수도권,온라인,12,3172000.0,318,0.059,3.79,31960000.0
2025-04-24,BR016,영남,대리점,12,6413000.0,344,0.176,3.65,37234000.0
2024-09-25,BR010,수도권,직영점,5,2051000.0,308,0.147,4.99,44353000.0
2024-01-05,BR025,충청,대리점,18,1316000.0,316,0.169,4.55,27728000.0
2025-09-10,BR001,충청,직영점,12,3368000.0,314,0.172,3.89,36576000.0
2024-04-16,BR014,수도권,온라인,14,4160000.0,292,0.14,4.39,39335000.0
2025-01-16,BR021,수도권,대리점,17,2954000.0,320,0.09,3.42,47319000.0
2024-04-26,BR044,수도권,대리점,18,6692000.0,322,0.063,3.76,60849000.0
2025-08-20,BR029,수도권,온라인,14,2046000.0,305,0.162,4.15,40697000.0
2025-04-17,BR040,수도권,대리점,16,3005000.0,272,0.113,4.33,47213000.0
2025-05-29,BR016,강원,대리점,10,783000.0,324,0.222,4.05,16452000.0
2024-10-03,BR021,충청,온라인,15,1257000.0,345,0.094,4.22,26337000.0
2024-10-26,BR019,호남,온라인,7,1565000.0,315,0.199,,23297000.0
2025-02-09,BR040,강원,온라인,14,2303000.0,315,0.103,4.02,18794000.0
2025-05-17,BR044,수도권,직영점,3,901000.0,343,0.17,,33945000.0
2025-06-26,BR044,영남,대리점,18,3905000.0,305,0.186,3.89,37315000.0
2024-01-12,BR034,호남,직영점,6,1458000.0,280,0.064,4.22,29033000.0
2025-02-28,BR023,영남,온라인,13,9479000.0,302,0.088,4.31,39030000.0
2024-03-10,BR025,충청,대리점,2,1499000.0,321,0.064,4.2,17095000.0
2024-07-03,BR045,충청,대리점,4,2794000.0,312,0.055,3.51,29121000.0
2025-06-14,BR013,수도권,직영점,19,2554000.0,342,0.14,3.6,58661000.0
2024-06-09,BR016,영남,직영점,17,1171000.0,290,0.101,4.3,34383000.0
2025-05-24,BR041,강원,대리점,6,2310000.0,337,0.112,4.84,25175000.0
2024-10-23,BR018,강원,직영점,4,2289000.0,306,0.135,4.18,28252000.0
2024-05-28,BR011,수도권,직영점,16,4710000.0,332,0.026,3.89,64963000.0
2024-08-01,BR026,영남,온라인,19,3453000.0,295,0.168,4.21,33270000.0
2024-12-05,BR015,수도권,온라인,5,3867000.0,325,0.094,3.53,30863000.0
2025-05-04,BR041,호남,직영점,13,4644000.0,313,0.134,4.75,39834000.0
2025-01-22,BR041,수도권,직영점,7,3909000.0,322,0.138,4.19,48537000.0
2025-08-20,BR014,강원,온라인,15,3110000.0,298,0.172,3.77,22941000.0
2025-07-09,BR024,호남,대리점,9,1554000.0,303,0.105,4.02,25818000.0
2025-04-27,BR045,수도권,대리점,4,2976000.0,340,,3.84,36392000.0
2025-01-20,BR034,수도권,직영점,7,1333000.0,297,0.113,4.76,44729000.0
2024-07-04,BR010,호남,직영점,11,2438000.0,325,0.119,4.0,35469000.0
2024-09-21,BR027,수도권,직영점,16,2215000.0,314,0.063,4.18,55745000.0
2024-03-17,BR028,영남,대리점,2,2319000.0,361,0.117,4.39,29899000.0
2024-08-27,BR030,호남,직영점,19,909000.0,334,0.094,3.73,43690000.0
2025-08-15,BR002,영남,직영점,13,125000.0,297,0.05,4.2,35685000.0
2024-09-29,BR014,충청,대리점,17,1927000.0,313,0.14,4.24,37937000.0
2024-03-13,BR039,충청,온라인,18,5356000.0,312,0.085,3.32,30639000.0
2025-02-21,BR011,수도권,온라인,4,2765000.0,310,0.092,4.23,37872000.0
2025-09-08,BR014,강원,대리점,3,5109000.0,295,0.089,4.08,29598000.0
2025-07-09,BR015,수도권,대리점,15,1340000.0,327,0.166,4.16,40262000.0
2024-06-24,BR008,수도권,대리점,5,1857000.0,307,0.108,4.12,42636000.0
2024-10-17,BR007,수도권,직영점,4,9834000.0,302,,4.23,61890000.0
2024-12-05,BR016,강원,대리점,10,1406000.0,317,0.09,4.77,20823000.0
2024-06-07,BR040,수도권,대리점,18,3818000.0,299,0.131,3.51,46740000.0
2024-06-20,BR001,호남,대리점,16,3814000.0,327,0.171,3.93,37490000.0
2024-05-31,BR013,영남,온라인,11,3540000.0,328,0.139,4.43,35995000.0
2025-09-28,BR003,호남,온라인,5,,311,0.141,,19748000.0
2025-04-22,BR026,강원,직영점,8,1390000.0,333,0.137,4.33,24798000.0
2025-06-22,BR012,호남,직영점,14,1997000.0,332,0.048,5.0,39877000.0
2025-06-06,BR036,강원,직영점,4,180000.0,308,0.071,4.41,20487000.0
2025-09-05,BR027,수도권,직영점,11,6550000.0,292,0.101,4.67,69901000.0
2024-03-08,BR036,호남,직영점,2,3834000.0,276,0.077,3.95,30871000.0
2025-07-18,BR029,영남,직영점,7,1567000.0,354,0.062,3.6,35887000.0
2024-02-12,BR020,영남,온라인,6,1352000.0,323,0.026,3.94,32669000.0
2024-10-31,BR039,호남,대리점,14,5416000.0,324,0.049,4.46,36464000.0
2025-01-15,BR022,강원,온라인,18,1482000.0,328,0.098,4.3,28790000.0
2024-08-17,BR043,영남,직영점,4,1563000.0,318,0.107,4.3,25897000.0
2024-04-03,BR045,충청,직영점,16,1129000.0,316,0.074,3.99,34964000.0
2024-05-03,BR027,충청,대리점,13,4318000.0,316,0.114,3.91,38433000.0
2025-06-11,BR031,충청,직영점,19,5061000.0,313,,4.01,52133000.0
2024-07-22,BR012,수도권,직영점,18,2225000.0,316,0.159,4.46,50412000.0
2024-07-17,BR037,충청,온라인,3,5082000.0,321,0.103,4.52,23224000.0
2025-08-13,BR031,수도권,직영점,15,3341000.0,328,0.141,3.6,54591000.0
2024-04-02,BR041,수도권,직영점,12,1073000.0,332,0.119,4.48,44597000.0
2025-08-08,BR013,호남,대리점,4,6251000.0,307,0.047,3.77,30767000.0
2025-08-12,BR036,충청,대리점,6,1119000.0,326,0.106,,29608000.0
2025-01-18,BR022,강원,대리점,18,2344000.0,297,0.054,4.0,26741000.0
2024-04-15,BR009,영남,직영점,11,2230000.0,319,0.105,,33042000.0
2024-04-09,BR008,수도권,온라인,8,1951000.0,316,0.076,3.89,29079000.0
2024-07-01,BR026,수도권,직영점,7,437000.0,299,0.127,4.19,38576000.0
2025-01-04,BR015,수도권,대리점,17,8586000.0,320,0.05,4.4,55833000.0
2024-04-08,BR005,강원,대리점,7,502000.0,302,0.111,,18249000.0
2024-10-18,BR020,수도권,온라인,4,6500000.0,329,0.136,4.06,33183000.0
2024-03-14,BR030,충청,직영점,12,1315000.0,309,0.151,3.97,38738000.0
2024-12-11,BR015,강원,대리점,19,1682000.0,341,0.076,3.84,37770000.0
2024-01-14,BR043,강원,직영점,5,6100000.0,334,0.111,3.88,26092000.0
2025-03-29,BR036,수도권,직영점,6,3586000.0,325,0.118,4.66,49096000.0
2024-02-05,BR024,수도권,직영점,10,807000.0,299,0.18,3.8,34965000.0
2024-05-04,BR043,수도권,대리점,5,792000.0,330,0.043,,35733000.0
2024-04-21,BR020,수도권,직영점,13,3239000.0,317,0.069,4.26,62197000.0
2025-06-15,BR007,수도권,대리점,6,1103000.0,304,0.236,3.4,26283000.0
2024-02-04,BR002,영남,직영점,4,3700000.0,298,0.098,4.36,36013000.0
2024-10-01,BR043,호남,온라인,6,3955000.0,295,0.025,3.39,21788000.0
2025-01-13,BR044,영남,온라인,18,1430000.0,310,0.084,4.41,38949000.0
2024-11-26,BR034,영남,직영점,18,1753000.0,317,0.0,3.85,33347000.0
2025-03-11,BR005,수도권,직영점,11,3312000.0,319,0.121,4.1,48395000.0
2025-05-28,BR014,호남,직영점,9,1380000.0,305,0.146,3.45,27748000.0
2024-09-08,BR002,영남,온라인,16,2768000.0,288,0.069,4.16,31749000.0
2025-06-14,BR003,호남,직영점,5,10206000.0,329,0.089,4.56,48720000.0
2024-07-22,BR012,강원,대리점,13,3420000.0,323,0.152,3.7,30804000.0
2025-09-22,BR026,수도권,대리점,14,1971000.0,301,0.031,3.8,39458000.0
2024-11-18,BR003,수도권,온라인,14,9135000.0,336,0.051,4.33,63838000.0
2025-04-16,BR045,수도권,대리점,5,4522000.0,314,0.1,4.34,36528000.0
2025-07-14,BR021,충청,대리점,14,1126000.0,303,0.076,2.88,33936000.0
2025-05-22,BR012,강원,온라인,13,1310000.0,312,0.097,5.0,23498000.0
2025-06-28,BR024,수도권,직영점,17,565000.0,351,0.053,4.36,51748000.0
2024-12-09,BR036,호남,온라인,5,3271000.0,294,0.12,4.45,22055000.0
2024-01-28,BR015,영남,직영점,13,356000.0,306,0.103,4.03,36630000.0
2024-11-11,BR003,수도권,대리점,16,9128000.0,298,0.135,3.17,58034000.0
2024-04-26,BR003,수도권,온라인,7,2151000.0,331,0.119,4.44,30500000.0
2025-07-23,BR039,영남,대리점,15,4706000.0,340,0.119,3.82,39983000.0
2024-05-31,BR006,영남,대리점,3,2010000.0,337,0.045,4.37,27928000.0
2024-05-25,BR029,충청,직영점,14,3232000.0,304,,3.99,32109000.0
2024-06-08,BR018,수도권,대리점,12,2367000.0,258,0.095,4.22,38625000.0
2025-02-15,BR035,영남,직영점,5,2712000.0,332,0.103,3.71,30333000.0
2024-12-31,BR003,수도권,대리점,3,5677000.0,328,0.157,4.53,40325000.0
2025-08-30,BR041,강원,대리점,15,7474000.0,283,0.078,3.51,34467000.0
2024-09-23,BR032,수도권,직영점,6,7109000.0,307,0.171,5.0,55502000.0
2024-06-29,BR021,수도권,직영점,10,15191000.0,290,0.175,5.0,86705000.0
2024-02-01,BR010,충청,직영점,3,1504000.0,323,0.144,4.92,19122000.0
2024-01-05,BR044,충청,직영점,19,3449000.0,346,0.066,4.74,47610000.0
2024-08-27,BR014,충청,직영점,11,1532000.0,353,0.012,4.06,37018000.0
2025-08-15,BR023,충청,온라인,18,5527000.0,337,0.159,4.68,38251000.0
2024-12-01,BR018,강원,대리점,4,1172000.0,327,0.115,4.05,22771000.0
2025-07-25,BR011,충청,직영점,5,5740000.0,370,0.076,3.32,36584000.0
2024-03-06,BR019,충청,대리점,12,3024000.0,320,0.163,,32589000.0
2024-02-29,BR007,충청,온라인,12,2466000.0,300,0.071,4.66,25646000.0
2025-06-17,BR001,수도권,직영점,16,2673000.0,291,0.091,4.08,56414000.0
2024-03-09,BR014,영남,직영점,18,1002000.0,341,0.134,3.49,32739000.0
2024-02-03,BR006,수도권,직영점,16,1077000.0,331,0.06,3.81,54916000.0
2024-09-15,BR019,영남,직영점,4,3062000.0,299,0.105,3.19,32831000.0
2025-08-14,BR039,수도권,온라인,7,3047000.0,320,0.159,4.57,32754000.0
2025-03-17,BR008,강원,온라인,18,1588000.0,331,0.119,3.3,22038000.0
2024-03-04,BR001,충청,직영점,11,2134000.0,325,0.166,4.24,32428000.0
2025-06-19,BR005,호남,대리점,17,3649000.0,314,0.161,3.68,38089000.0
2025-06-23,BR023,충청,직영점,12,1374000.0,294,0.11,3.39,45244000.0
2025-05-27,BR013,수도권,대리점,2,,302,0.005,4.22,39212000.0
2025-07-31,BR023,호남,온라인,10,6700000.0,324,0.06,3.93,29642000.0
2024-06-02,BR002,영남,직영점,16,3212000.0,306,0.144,4.52,47384000.0
2025-09-18,BR015,호남,직영점,13,1818000.0,365,0.04,3.47,38755000.0
2024-07-24,BR019,충청,대리점,4,1528000.0,318,0.095,3.72,20498000.0
2025-05-28,BR020,영남,온라인,5,1363000.0,314,0.125,2.91,17107000.0
2025-01-05,BR025,호남,직영점,17,5513000.0,311,0.176,3.01,38667000.0
2025-05-13,BR036,영남,직영점,19,858000.0,331,0.084,5.0,49563000.0
2025-02-05,BR022,수도권,직영점,15,3443000.0,348,0.081,5.0,52920000.0
2025-02-15,BR038,영남,대리점,3,3441000.0,317,0.108,4.15,27877000.0
2025-01-29,BR024,영남,대리점,13,4370000.0,327,0.126,3.69,40616000.0
2025-05-13,BR012,강원,온라인,16,1954000.0,332,0.103,3.95,23895000.0
2025-04-17,BR011,수도권,온라인,13,6339000.0,330,0.157,4.54,51761000.0
2024-03-27,BR015,충청,온라인,12,4456000.0,351,0.074,3.84,25111000.0
2025-06-12,BR027,호남,온라인,10,1904000.0,317,0.115,4.22,34569000.0
2024-12-09,BR011,충청,직영점,6,1472000.0,320,0.13,4.09,22623000.0
2024-07-25,BR042,영남,대리점,7,2372000.0,357,0.092,3.82,23956000.0
2024-11-25,BR022,충청,직영점,15,1856000.0,319,0.148,3.84,34727000.0
2025-09-10,BR039,수도권,직영점,3,1283000.0,327,0.117,,33493000.0
2025-07-02,BR031,영남,온라인,3,2759000.0,297,0.145,3.61,23605000.0
2025-06-17,BR016,수도권,대리점,9,2145000.0,313,0.119,4.33,39643000.0
2024-10-23,BR011,수도권,온라인,15,7315000.0,303,0.127,3.86,47164000.0
2025-05-16,BR034,영남,대리점,13,1854000.0,331,0.082,4.16,32575000.0
2024-09-03,BR015,영남,대리점,12,1461000.0,331,0.082,4.79,37832000.0
2025-03-15,BR012,호남,대리점,11,2633000.0,303,0.165,4.02,26511000.0
2025-02-13,BR042,수도권,직영점,3,3142000.0,344,0.139,,48051000.0
2024-06-08,BR022,수도권,직영점,7,3311000.0,318,0.064,3.2,45404000.0
2024-06-19,BR003,강원,대리점,3,3288000.0,343,0.118,3.86,17849000.0
2024-02-09,BR023,수도권,직영점,15,2697000.0,334,0.003,4.11,51034000.0
2024-03-30,BR021,수도권,온라인,15,2559000.0,344,0.084,5.0,43063000.0
2024-10-04,BR039,수도권,직영점,6,3970000.0,303,0.153,3.12,37018000.0
2024-11-01,BR033,충청,직영점,7,1187000.0,326,0.104,4.05,24448000.0
2024-04-15,BR009,호남,온라인,7,1469000.0,297,0.115,4.83,25368000.0
2024-09-23,BR007,호남,직영점,18,669000.0,334,0.0,3.71,30819000.0
2025-01-21,BR028,영남,온라인,10,1204000.0,299,0.092,3.99,33655000.0
2024-05-28,BR003,수도권,대리점,15,,338,0.125,4.27,52591000.0
2024-08-04,BR015,수도권,직영점,10,3858000.0,303,0.131,4.19,49791000.0
2024-08-23,BR007,충청,대리점,14,7937000.0,321,0.153,4.88,36775000.0
2024-11-19,BR001,수도권,대리점,11,6763000.0,303,0.101,4.32,55274000.0
2024-08-22,BR042,수도권,온라인,7,3880000.0,304,0.103,4.76,38235000.0
2025-04-16,BR005,수도권,온라인,17,2914000.0,334,0.05,3.92,41550000.0
2024-07-28,BR001,수도권,대리점,14,2669000.0,359,0.101,3.73,46593000.0
2024-10-04,BR042,영남,대리점,15,332000.0,299,0.053,3.99,27518000.0
2024-08-30,BR009,영남,직영점,19,2461000.0,303,0.027,3.52,40347000.0
2024-04-27,BR037,수도권,대리점,6,1681000.0,330,0.061,4.34,34343000.0
2025-03-14,BR002,충청,온라인,3,1249000.0,321,0.178,3.91,20418000.0
2024-05-30,BR007,호남,대리점,12,3472000.0,336,0.098,3.76,31602000.0
2024-07-09,BR005,영남,대리점,7,2250000.0,315,0.12,4.35,35955000.0
2025-05-22,BR032,호남,대리점,9,2787000.0,297,0.087,3.53,24073000.0
2025-08-30,BR028,충청,온라인,6,1100000.0,317,0.029,4.49,27102000.0
2025-03-05,BR022,호남,온라인,9,4583000.0,350,0.152,3.86,26441000.0
2025-08-09,BR011,수도권,직영점,9,1847000.0,314,0.012,4.68,46828000.0
2025-06-30,BR004,수도권,직영점,8,3347000.0,310,0.085,3.9,49712000.0
2024-11-03,BR026,수도권,대리점,15,1968000.0,324,0.108,4.42,45296000.0
2025-05-07,BR011,충청,대리점,12,265000.0,349,0.12,4.19,25428000.0
2024-07-29,BR027,충청,대리점,10,3568000.0,338,0.077,4.47,33637000.0
2024-10-21,BR031,수도권,직영점,4,2360000.0,299,0.027,4.15,44027000.0
2024-12-08,BR039,호남,대리점,12,625000.0,318,0.074,,26062000.0
2025-09-06,BR023,수도권,대리점,5,987000.0,334,0.076,4.6,35167000.0
2025-06-27,BR001,수도권,대리점,7,4672000.0,308,0.075,4.06,39097000.0
2024-11-09,BR013,수도권,대리점,9,656000.0,308,0.154,4.49,35993000.0
2025-02-21,BR039,충청,대리점,4,1810000.0,333,0.055,4.45,24135000.0
2024-05-09,BR024,수도권,대리점,9,8377000.0,332,0.124,3.71,48028000.0
2025-05-29,BR028,수도권,온라인,6,3631000.0,331,0.117,3.64,33747000.0
2024-12-19,BR021,수도권,대리점,17,4253000.0,333,0.153,4.43,53934000.0
2024-12-06,BR008,호남,대리점,17,2108000.0,307,0.104,3.95,32886000.0
2025-05-05,BR041,강원,대리점,2,572000.0,342,0.146,4.57,16100000.0
2025-02-09,BR035,충청,직영점,12,2978000.0,343,0.102,4.01,34811000.0
2024-02-16,BR045,영남,직영점,13,1049000.0,323,0.13,4.61,41735000.0
2024-07-03,BR039,호남,대리점,8,961000.0,316,0.042,4.31,17400000.0
2024-04-23,BR014,강원,온라인,10,2742000.0,312,0.0,4.24,27395000.0
2025-04-15,BR012,영남,대리점,16,1114000.0,318,0.127,3.91,26829000.0
2024-01-23,BR012,호남,직영점,8,2522000.0,345,0.129,4.22,26253000.0
2024-05-09,BR042,호남,대리점,3,1509000.0,328,0.131,4.7,21815000.0
